"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-03",,"1","2","8","1","4.2","0.36","77",,"1.39","6.0","36.2","44.8","27.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-04",,"0","0","21","0","0.6","0.90","74",,"2.01","0.7","44.0","53.7","34.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-05",,"0","0","31","0","0.0","0.76","89",,"1.69","0.0","58.2","70.1","46.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-06",,"0","0","41","0","0.0","2.56","87",,"6.64","0.0","63.0","72.9","53.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-11",,"0","0","19","0","0.1","1.29","68",,"4.06","0.1","40.6","47.2","33.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1928-12",,"3","2","0","1","1.6","1.24","50",,"2.61","3.9","30.4","36.9","23.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-01","0","27","7","-13","6","5.6","0.90","42",,"3.88","19.2","15.3","25.1","5.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-02","0","20","3","-9","5","1.6","0.16","47",,"0.61","6.1","19.6","28.0","11.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-03","0","0","0","8","0","0.2","2.50","72",,"4.72","0.5","42.0","51.5","32.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-04","25","0","0","29","0","0.0","1.14","84",,"3.88","0.0","50.6","59.6","41.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-05","92","0","0","32","0","0.0","0.66","92",,"2.26","0.0","56.7","67.4","45.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-06","181","0","0","38","0","0.0","2.80","90",,"5.76","0.0","64.5","75.2","53.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-11",,"0","0","-1","0","0.0","1.01","55",,"1.28","0.0","34.2","41.8","26.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1929-12",,"0","3","-2","0","8.3","0.85","46",,"2.04","19.1","26.6","32.7","20.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-01","0","23","2","-19","11","8.5","0.73","50",,"2.31","15.2","17.9","26.1","9.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-02","0","7","0","-2","2","0.2","0.70","66",,"1.38","0.7","35.8","43.3","28.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-03","0","5","3","11","19","16.5","1.95","73",,"3.46","24.1","34.6","43.5","25.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-04","12","0","0","27","0","0.0","0.77","91",,"2.48","0.0","49.4","60.1","38.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-05","82","0","0","36","0","0.0","0.82","87",,"2.43","0.0","60.8","71.1","50.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-06","247","0","0","45","0","0.0","0.82","99",,"3.23","0.0","68.9","80.5","57.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-11",,"2","1","-3","1","1.3","1.01","77",,"1.63","1.5","40.6","50.0","31.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1930-12",,"8","2","4","1","1.3","0.12","51",,"0.35","4.2","27.6","34.3","20.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-01","0","1","1","2","1","1.1","0.38","52",,"0.65","1.5","30.5","37.7","23.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-02","0","0","0","9","0","0.3","0.22","55",,"0.46","0.3","34.2","41.6","26.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-03","0","12","4","16","13","10.1","0.97","56",,"3.63","23.6","34.2","40.3","28.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-04","0","0","0","25","0","0.0","0.79","82",,"1.88","0.0","48.6","59.7","37.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-05","25","0","0","33","0","0.0","1.54","88",,"4.39","0.0","55.1","65.5","44.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-06","291","0","0","40","0","0.0","2.73","101",,"6.23","0.0","72.4","82.7","62.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-10",,"0","0","35","0","0.0","0.71","83",,"2.11","0.0","57.0","65.8","48.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-11",,"0","0","21","0","0.0","1.30","75",,"4.74","0.0","48.2","56.3","40.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1931-12",,"1","1","18","4","5.1","0.66","57",,"2.05","5.9","37.0","42.5","31.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-01","0","2","1","0","1","1.1","0.51","56",,"1.87","2.2","32.0","38.2","25.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-02","0","5","2","9","7","7.1","0.63","66",,"1.27","14.8","33.3","42.3","24.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-03","0","6","3","2","4","7.6","0.93","66",,"3.16","13.1","28.7","36.5","20.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-04","0","0","0","24","0","0.0","0.20","73",,"0.49","0.0","47.1","57.2","37.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-05","47","0","0","35","0","0.0","0.50","89",,"2.86","0.0","60.1","70.9","49.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-06","236","0","0","46","0","0.0","2.57","91",,"6.55","0.0","71.1","82.0","60.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-10",,"0","0",,"0","0.0","1.87",,,"3.86","0.0",,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-11",,"2","1","14","5","5.0","1.17","65",,"1.94","5.0","35.0","43.4","26.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1932-12",,"10","2","-12","6","4.6","1.12","57",,"2.69","9.2","26.9","34.6","19.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-01","0","0","0","10","0","0.5","1.39","57",,"2.29","0.8","35.2","43.2","27.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-02","0","16","2","-20","11","11.0","0.67","55",,"1.15","14.1","24.1","33.7","14.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-03","0","1","2","5","2","3.6","1.58","70",,"4.72","7.6","35.3","42.5","28.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-04","3","0","0","30","0","0.2","1.22","82",,"3.17","0.2","47.2","56.1","38.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-05","53","0","0","38","0","0.0","0.81","88",,"5.13","0.0","60.9","69.5","52.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-06","417","0","0","40","0","0.0","1.91","102",,"2.82","0.0","76.4","89.0","63.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-11",,"0","0","5","0","0.5","0.19","79",,"0.67","1.2","36.8","45.3","28.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1933-12",,"3","0","-12","2","0.3","0.63","59",,"1.08","0.5","29.2","37.3","21.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-01","0","0","0","-8","0","0.4","0.33","57",,"0.86","0.6","31.3","38.7","23.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-02","0","8","2","-6","3","2.3","0.21","57",,"0.52","6.3","21.3","29.8","12.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-03","0","2","1","7","4","3.6","0.42","65",,"1.15","3.9","32.1","40.7","23.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-04","0","0","0","27","0","0.0","0.29","79",,"1.08","0.0","47.9","59.1","36.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-05","130","0","0","34","0","0.0","0.28","102",,"0.57","0.0","64.9","79.8","50.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-06","399","0","0","50","0","0.0","0.74","107",,"2.80","0.0","73.7","87.0","60.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-10",,"0","0","28","0","0.0","0.86","83",,"2.17","0.0","55.1","65.3","45.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-11",,"0","0","23","0","0.0","1.35","67",,"5.40","0.0","44.3","52.0","36.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1934-12",,"23","7","-4","7","6.0","0.48","41",,"1.93","22.0","24.2","31.0","17.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-01","0","4","1","-9","2","1.6","1.08","46",,"2.33","3.5","24.0","32.2","15.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-02","0","4","2","-3","3","2.2","0.44","46",,"1.36","4.4","29.0","34.8","23.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-03","0","3","1","22","2","2.8","0.71","72",,"2.74","4.5","41.6","50.1","33.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-04","5","0","0","26","0","0.6","0.85","86",,"1.72","0.6","45.8","53.5","38.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-05","6","0","0","34","0","0.0","1.92","78",,"6.67","0.0","53.0","61.5","44.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-06","96","0","0","46","0","0.0","1.02","91",,"4.00","0.0","65.7","76.1","55.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-11",,"0","0","14","0","0.3","1.28","64",,"3.85","0.4","38.3","44.7","31.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1935-12",,"11","3","-7","5","3.7","0.29","46",,"1.19","8.4","23.9","30.2","17.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-01","0","25","6","-19","4","4.6","0.57","48",,"1.54","15.2","17.7","24.7","10.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-02","0","23","7","-16","6","1.8","0.34","55",,"1.27","9.4","13.6","23.2","4.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-03","0","0","1","11","0","1.1","0.38","72",,"1.13","2.4","39.4","48.4","30.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-04","4","0","3","19","0","2.6","0.44","83",,"2.35","5.3","44.4","53.8","35.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-05","135","0","0","37","0","0.0","0.72","90",,"1.92","0.0","65.1","76.7","53.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-06","244","0","0","43","0","0.0","0.60","98",,"1.22","0.0","66.1","78.2","54.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-10",,"0","0",,"0","0.0","1.37",,,"2.55","0.0",,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-11",,"0","0","14","0","0.3","0.39","67",,"0.70","0.3","36.9","45.2","28.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1936-12",,"1","0","-2","1","0.6","0.84","60",,"3.00","0.7","32.8","40.9","24.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-01","0","6","1","-2","2","2.0","0.86","55",,"2.50","3.2","25.7","34.1","17.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-02","0","0","0","0","0","0.9","0.23","54",,"0.74","2.3","25.9","34.8","17.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-03","0","3","2","14","3","2.5","0.23","62",,"0.91","4.2","32.7","39.8","25.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-04","0","0","0","28","0","0.0","0.89","81",,"3.41","0.0","47.0","56.0","38.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-05","53","0","0","34","0","0.0","0.56","94",,"2.02","0.0","59.2","69.9","48.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-06","180","0","0","44","0","0.0","1.53","99",,"4.67","0.0","67.5","77.0","58.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-10",,"0","0","28","0","0.0","0.56","87",,"2.31","0.0","50.1","58.1","42.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-11",,"7","2","11","1","1.4","0.39","74",,"1.38","2.7","35.9","44.4","27.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1937-12",,"10","1","5","2","1.4","0.64","51",,"1.22","3.0","25.3","31.5","19.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-01","0","7","1","-2","5","5.1","0.73","52",,"2.17","5.9","24.6","31.9","17.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-02","0","8","1","11","3","3.3","0.55","63",,"2.14","4.3","34.1","40.2","28.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-03","4","2","1","17","2","2.3","0.78","80",,"3.28","2.5","44.6","54.1","35.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-04","13","4","2","26","8","8.0","0.69","84",,"1.88","11.2","49.9","59.4","40.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-05","67","0","0","30","0","0.0","1.29","90",,"4.03","0.0","59.1","69.5","48.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-06","187","0","0","49","0","0.0","1.35","94",,"5.60","0.0","68.2","78.0","58.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-10",,"0","0","31","0","0.0","1.78","87",,"2.12","0.0","57.6","69.4","45.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-11",,"0","0","14","0","0.0","0.82","77",,"1.27","0.0","42.3","51.4","33.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1938-12",,"10","1","2","2","2.0","0.68","54",,"1.24","3.4","28.0","35.1","20.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-01","0","16","4","6","13","13.1","1.25","57",,"2.81","22.0","30.8","37.1","24.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-02","0","15","1","0","13","4.2","0.76","57",,"1.78","6.3","26.2","34.9","17.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-03","1","0","0","11","0","0.0","0.83","79",,"2.40","0.0","38.2","47.5","28.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-04","11","0","0","21","0","0.2","1.07","83",,"3.46","0.2","45.6","54.8","36.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-05","105","0","0","35","0","0.0","1.09","91",,"3.93","0.0","62.9","74.9","50.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-06","359","0","0","48","0","0.0","1.45","93",,"5.86","0.0","72.6","82.6","62.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-10",,"0","0","30","0","0.0","0.92","86",,"2.31","0.0","55.1","66.1","44.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-11",,"0","0","23","0","0.0","0.46","66",,"0.80","0.0","40.6","49.0","32.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1939-12",,"0","0","3","0","0.3","0.54","59",,"0.95","0.3","34.7","42.1","27.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-01","0","22","3","-15","5","2.4","0.72","42",,"1.44","8.3","15.3","22.3","8.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-02","0","15","5","0","4","2.2","0.25","44",,"1.26","10.7","29.0","34.9","23.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-03","0","2","1","6","3","2.8","0.57","71",,"1.99","4.6","32.0","38.5","25.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-04","0","0","0","23","0","0.0","0.99","76",,"3.29","0.0","46.2","55.1","37.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-05","23","1","1","31","1","3.2","2.05","87",,"5.44","3.7","55.3","64.8","45.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-06","179","0","0","45","0","0.0","0.86","94",,"2.82","0.0","69.5","81.1","57.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-10",,"0","0","37","0","0.0","1.38","84",,"3.89","0.0","56.9","67.3","46.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-11",,"6","5","7","7","3.0","0.89","72",,"2.38","9.4","37.6","46.2","29.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1940-12",,"6","1","-8","4","1.5","0.72","54",,"1.38","2.4","32.7","38.8","26.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-01","0","10","1","-1","5","5.6","0.74","49",,"2.23","7.1","27.2","33.4","20.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-02","0","9","3","-6","2","2.9","0.50","49",,"1.20","8.0","24.4","31.5","17.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-03","0","2","2","0","2","6.9","0.84","56",,"3.49","11.9","32.4","39.8","25.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-04","22","0","0","33","0","0.0","0.87","84",,"2.42","0.0","54.2","64.1","44.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-05","127","0","0","34","0","0.0","1.71","93",,"3.88","0.0","63.6","75.0","52.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-06","328","0","0","51","0","0.0","0.95","97",,"2.67","0.0","70.6","80.7","60.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-10",,"0","0","26","0","0.0","1.16","84",,"7.25","0.0","55.5","64.5","46.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-11",,"2","1","14","1","2.5","0.74","71",,"2.03","4.1","41.7","49.2","34.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1941-12",,"2","1","10","2","1.8","0.35","59",,"0.95","2.6","34.9","40.9","28.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-01","0","3","1","-14","2","1.9","0.54","51",,"1.02","2.7","24.2","31.6","16.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-02","0","9","3","2","4","1.8","1.96","39",,"2.99","5.8","25.1","30.5","19.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-03","0","4","3","20","2","1.8","1.12","72",,"2.39","4.6","39.3","46.9","31.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-04","29","0","0","27","0","0.0","0.74","92",,"1.40","0.0","53.8","65.7","41.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-05","92","0","0","38","0","0.0","1.50","95",,"4.22","0.0","59.9","70.9","48.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-06","283","0","0","42","0","0.0","0.87","95",,"2.36","0.0","70.0","79.7","60.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-07","597","0","0","53","0","0.0","1.38","100","0","4.02","0.0","75.1","85.1","65.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-08","837","0","0","48","0","0.0","1.05","93","14","3.61","0.0","72.3","82.3","62.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-09","955","0","0","29","0","0.0","0.95","90","208","5.12","0.0","62.5","72.1","52.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-10","963","0","0","22","0","0.0","0.43","83","579","1.44","0.0","53.3","63.4","43.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-11","963","2","1","15","2","3.0","1.24","73","1301","3.71","3.3","40.9","49.5","32.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1942-12","963","25","3","-2","8","5.4","1.57","54","2604","2.71","10.1","23.0","30.2","15.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-01","0","21","8","-13","10","5.3","0.37","44","3917","2.39","20.8","22.6","30.1","15.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-02","0","3","1","-3","2","1.7","0.57","59","4959","1.35","3.0","27.8","37.2","18.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-03","0","6","2","-7","4","4.0","1.43","78","5942","2.47","8.1","32.2","42.1","22.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-04","0","0","0","23","0","0.2","0.80","74","6526","3.37","0.3","45.6","55.5","35.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-05","40","0","0","30","0","0.0","0.85","87","6826","7.08","0.0","56.6","65.0","48.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-06","302","0","0","45","0","0.0","0.34","97","6871","1.47","0.0","72.3","82.7","61.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-07","634","0","0","53","0","0.0","3.93","95","1","5.14","0.0","75.7","86.3","65.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-08","946","0","0","54","0","0.0","1.68","95","2","5.20","0.0","75.0","84.8","65.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-09","1012","0","0","36","0","0.0","0.44","88","168","0.93","0.0","61.6","72.2","51.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-10","1020","0","0","31","0","0.0","0.54","82","528","1.49","0.0","53.7","63.4","44.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-11","1020","0","0","20","0","0.2","0.81","61","1393","1.39","0.2","36.2","43.8","28.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1943-12","1020","0","0","-3","0","0.1","0.28","56","2553","0.34","0.1","27.6","35.4","19.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-01","0","2","1","3","3","3.3","0.52","62","3597","0.89","3.3","31.3","40.5","22.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-02","0","12","4","-5","8","5.8","0.35","62","4642","1.70","12.5","29.0","36.6","21.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-03","0","5","4","9","3","2.8","1.62","65","5656","4.52","7.9","32.3","38.7","25.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-04","0","0","0","22","0","0.0","0.92","74","6248","3.33","0.0","45.3","53.4","37.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-05","115","0","0","34","0","0.0","1.03","91","6383","4.37","0.0","64.4","74.4","54.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-06","393","0","0","45","0","0.0","1.21","100","6424","3.18","0.0","72.9","83.7","62.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-07","683","0","0","52","0","0.0","0.73","96","3","1.93","0.0","74.2","85.7","62.8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-08","976","0","0","53","0","0.0","0.73","99","14","1.89","0.0","74.1","84.6","63.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-09","1092","0","0","39","0","0.0","0.54","93","92","1.56","0.0","66.3","76.5","56.0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-10","1106","0","0","30","0","0.0","0.29","85","464","0.59","0.0","53.4","63.8","43.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-11","1110","0","0","19","0","0.0","0.32","78","1136","1.31","0.0","42.7","49.1","36.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1944-12","1110","21","3","-7","8","9.0","0.53","46","2432","1.62","15.4","22.1","29.2","14.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-01","0","31","5","-8","10","4.9","0.34","40","3849","0.80","12.8","19.3","25.8","12.7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-02","0","15","1","-4","8","3.6","0.68","53","4864","1.19","4.3","28.8","35.4","22.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-03","0","1","1","22","1","1.0","0.57","82","5373","2.30","1.0","48.6","59.5","37.6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-04","9","0","0","29","0","0.0","1.30","81","5840","4.21","0.0","49.7","59.3","40.1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-05","23","0","0","31","0","0.0","1.95","85","6193","7.59","0.0","54.1","63.7","44.5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-06","138","0","0","35","0","0.0","1.76","93","6296","4.12","0.0","65.4","75.4","55.4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-07","364","0","0","49","0","0.0","0.46","99","9","1.33","0.0","72.0","82.8","61.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-08","585","0","0","51","0","0.0","1.36","94","14","4.23","0.0","72.0","82.0","61.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-09","684","0","0","43","0","0.0","1.18","95","143","6.01","0.0","64.0","72.7","55.2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-10","685","0","0","30","0","0.0","0.50","79","564","1.19","0.0","51.5","61.6","41.3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-11","687","1","0","15","1","0.5","0.82","74","1322","2.89","0.7","39.8","47.7","31.9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","1945-12","687","19","3","-7","7","3.9","0.43","53","2650","1.65","11.7","22.2","28.9","15.4"
